Salesman Code,Merge,Salesman BI,Product Group,April,May,June,July,August,September,October,November,December,January,February,March
5490000705,1190064712RD,1190064712,RD,1444254.2000000065,1467780.7,1691290.7000000016,1869665.9000000027,1462692.6000000201,1675708.9000000097,900419.00000000314,2116399.3000000035,1648960.2000000179,2229459.2999999984,1333895.7000000025,1351927.4000000029
5490000711,1190064712AJ,1190064712,AJ,1236813.6000000008,1252688.8000000033,1629270.399999999,1390727.9999999977,1285443.2000000018,1434184.0000000014,1364165.6000000013,1578297.6000000013,1351439.9999999977,1399042.799999997,1332106.4000000004,1310375.9999999995
5490000711,1190064712YY,1190064712,YY,432072.99999397446,300104.9999951463,399057.99999339541,378834.99999393307,481379.9999924674,364684.9999942914,359896.99999478721,470485.99999248568,388404.99999418965,620701.99998964393,297051.99999539036,343487.99999557412
5490000714,1190064712BD,1190064712,BD,320764.99999679322,275764.99999724404,263158.99999736977,338621.99999661418,304051.99999695993,354763.99999645393,258179.99999741919,343345.99999656714,335070.99999665091,369115.99999630917,254018.99999746081,257986.99999742184
5490000714,1190064712PDC,1190064712,PDC,161692.65899999917,84993.359400000219,152833.02479999978,364422.24359999906,374302.17719999596,168493.0445999981,287950.4819999942,351803.4407999987,276848.36639999767,211162.04999999914,450222.8273999957,175619.60279999915
5490000711,1190064712AJP,1190064712,AJP,121171.6800000006,121836.96000000054,103430.88000000024,129467.52000000022,111807.36000000042,108843.84000000048,104227.20000000023,168598.08000000025,154627.20000000042,147611.52000000069,107301.60000000038,93673.440000000162
5490000714,1190064712TKM,1190064712,TKM,73818.000000000218,61520.400000000074,80462.400000000081,68799.600000000311,86104.800000000148,79926.000000000044,75939.600000000239,87679.199999999968,88993.199999999983,98842.800000000192,88203.599999999977,69046.799999999886
5490000705,1190064712RM,1190064712,RM,105687.99999999946,44631.800000000047,31156.000000000076,118194.79999999986,28192.200000000015,22029.200000000055,35226.00000000008,109927.19999999992,95263.999999999913,62822.200000000266,25550.400000000067,29051.200000000081
5490000705,1190064712ND,1190064712,ND,22494.439999999981,34482.819999999963,32464.11999999997,37835.279999999919,40678.119999999952,35021.199999999968,26213.059999999896,76264.020000000062,50821.459999999861,61161.179999999731,55009.639999999563,29939.419999999882
5490000711,1190064712RKR,1190064712,RKR,14169.599999999873,23463.000000000022,15946.19999999991,9071.9999999999945,22004.999999999964,25790.399999999994,22869.000000000131,21708,29424.600000000384,9088.1999999999662,8769.6000000000331,19380.599999999995
